unit,time,y,x_linear,x_nonlinear,x_null,x_common,common_factor,scenario
U01,1,-2.243595964138516,-1.9980881610343648,-0.09207370214204458,0.7694130674054045,-0.4549921346506276,-0.9565400506026509,common_shock
U01,2,-3.051673861317114,-0.011837529380242667,-0.032578918868621104,-0.36948544926615523,-0.12220431357965911,-0.7231786160963771,common_shock
U01,3,-3.987991272073613,-0.2053532565657232,0.31746753903857,0.9876425112463367,-2.185587435520673,-1.8340859829642977,common_shock
U01,4,-4.846703537813035,-1.2826442360962262,0.10102130777957186,-0.9425026972119348,-2.248680333547697,-2.1063783042719013,common_shock
U01,5,-3.7801233839774113,-1.1308953750810518,-1.0754464484261093,-0.14434834016162476,-0.7719986535521537,-1.0594248914898028,common_shock
U01,6,-1.6002459297022147,0.0346083641617682,-2.1423038148972244,0.34699970176634576,-0.9181764500042083,-0.8267324736217052,common_shock
U01,7,-1.9688569986482958,-0.7471438401318702,-1.482000622325265,-0.06452035750659799,-0.034680961839261934,-0.039601827395817524,common_shock
U01,8,-1.6472616936288662,0.03141118658751324,-2.8699968198560195,-1.983538786578365,-1.4548033604628459,-0.6971076209791378,common_shock
U01,9,-1.9481434445266597,-0.7101222520717912,-1.3992233372163312,-1.9857237028850143,0.4142834223103975,-0.6690024502396922,common_shock
U01,10,-5.380069344214265,-2.0968644183642176,-1.2520680286569434,-0.12865786178174798,-1.6899347296804847,-1.3958249551026236,common_shock
U01,11,-2.5316809292520626,-1.3622386100250479,-0.2052401566344353,0.4194393696562723,-1.1346425806450158,-0.8724551604090014,common_shock
U01,12,-3.1136579389822683,-1.614207070428981,0.22558267004532917,-0.43262216319218627,-0.9352091668796743,-0.3178850830246769,common_shock
U01,13,-1.8883637998665153,0.4948647868861816,0.9046599754179431,0.33200787051071884,1.3074888667388198,1.1681838601247825,common_shock
U01,14,0.1172495778406415,1.3762202688436878,1.3823834920095828,-0.3810807824926249,0.7840940451652025,0.996240873558347,common_shock
U01,15,0.5498113393314541,1.8360926210413266,0.6652932799603972,-0.8956148372374286,1.436548721066385,1.4980347874802176,common_shock
U01,16,1.459812992952761,1.6081844213964347,1.3968680916332499,0.0348780431549644,0.9724046488127355,1.1308496918969797,common_shock
U01,17,0.6304251201253603,0.7284178398641501,0.760273413839162,-0.3622286000686307,0.7883104795550961,0.640567016291141,common_shock
U01,18,-1.026087817094338,1.0718776403160657,0.9241876731714086,0.1937694554243768,1.2218003381739915,0.8168560166404065,common_shock
U01,19,-1.7958697105229111,0.8900221442650983,1.6446312714988163,-0.10593612270774498,1.6521656210569877,0.8709512711600449,common_shock
U01,20,-2.284010360941237,-1.9321805345118257,-0.2545546887851443,0.14771329817993023,-0.09606568309392868,0.04834208793131767,common_shock
U01,21,-2.875767086321369,-2.0076101372510613,-1.044136111565761,-0.6625732484613619,-1.2043486838451118,-0.9491776102087401,common_shock
U01,22,-3.3733051658341395,-1.0165479614299167,-0.7102439447903514,1.9566071814047459,-1.3020584557135844,-1.5513986732273697,common_shock
U01,23,-4.6889768082144245,-2.6275527446018954,0.25918961632596926,1.0522522353613923,-1.7183459095854228,-1.5326908671873256,common_shock
U01,24,-4.36734951340241,-1.2028229848312748,-1.7213958019793854,1.131462922793654,-1.3561104631278513,-1.3752813740398864,common_shock
U01,25,-4.438412359964917,-2.310191388798664,-1.7589974659032344,-0.35491298559578954,-1.437800480005386,-1.3734645057394097,common_shock
U01,26,-4.8050321694913105,-1.5720821985888915,-1.6003833288919567,-0.15755430721030592,-1.5602786693419928,-1.2985501562135604,common_shock
U01,27,-2.894083127347304,0.04512154202109961,-0.9811956164618387,-2.5418158662448085,-0.6297369388385459,-0.5703112449332581,common_shock
U01,28,-1.1264014272522955,-0.32069551196784585,1.201287806619832,-1.1537817221406854,-0.18401363134584026,0.10999163442248,common_shock
U02,1,0.9250724943013877,-0.39176249792956075,-0.5880879748654184,0.3336670513587045,-1.049254659234361,-0.9565400506026509,common_shock
U02,2,-1.3616363255764856,0.25813911007803997,-1.150421240749811,-0.882075689361078,-1.3130544793228975,-0.7231786160963771,common_shock
U02,3,-1.258864392554654,-0.16301441388213805,-1.8638193409642305,-2.7614748728069047,-2.0080330444232293,-1.8340859829642977,common_shock
U02,4,-2.331784769662636,-0.4313634275567598,-1.6258975971429792,-2.2725913636483,-2.5680669564867467,-2.1063783042719013,common_shock
U02,5,-1.9846224587865018,-1.0194008899926827,-0.512064585446611,-0.6278265377866649,-0.6447991054187628,-1.0594248914898028,common_shock
U02,6,-0.8851855860879835,-1.7382053336862868,0.3191280215727985,-1.7501270448036441,0.10967364800095414,-0.8267324736217052,common_shock
U02,7,-1.6946084089938325,-0.6101002284564698,-0.015494387696953243,-0.9472478868306613,0.4671837979400068,-0.039601827395817524,common_shock
U02,8,-1.9162258679564161,-1.787634374686843,-0.07591898182874815,-0.4394328286050285,-1.0553746510183102,-0.6971076209791378,common_shock
U02,9,-0.751568026756251,-0.2218167283759222,-0.6299637269456971,-0.7913024427094378,-0.7873134658315026,-0.6690024502396922,common_shock
U02,10,-1.131557755434771,0.49310418679152745,-1.0425103150395185,0.09767949945805166,-1.227552122410924,-1.3958249551026236,common_shock
U02,11,-1.3851420062910231,0.3229504222745804,-0.8403366481597798,-1.1014296912217094,-1.0406884857797043,-0.8724551604090014,common_shock
U02,12,-1.5698400741064162,0.4613726354376372,-0.4631138347818998,-1.8577472591992503,-0.04407706177789633,-0.3178850830246769,common_shock
U02,13,0.3670757926106396,0.8643409277037326,-0.2177577814076267,-0.47517547138968086,1.0087940710617171,1.1681838601247825,common_shock
U02,14,1.6078162518708565,1.4253897172923804,0.08728480827410395,-0.17964068029131738,1.22726918818414,0.996240873558347,common_shock
U02,15,1.5433700756399733,0.7594113961185679,0.8390731239215012,0.5833169677679204,1.3814058817853077,1.4980347874802176,common_shock
